	nl_ps	fol_ps	nl_h	fol_h	label	exception
60	ITEL won more orders than APCOM. ## APCOM won ten orders.	MoreOrders(ITEL, APCOM) ## all x. (APCOM(x) -> WonTenOrders(x))	ITEL won at least eleven orders.	exists x. (Order(x) & Won(x, ITEL))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
61	ITEL won twice as many orders than APCOM. ## APCOM won ten orders.	WonOrders(ITEL, 2) & WonOrders(APCOM, 1) ## all x. (APCOM(x) -> WonTenOrders(x))	ITEL won twenty orders.	WonOrders(ITEL, 20)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
62	ITEL won more orders than APCOM lost.	MoreOrdersWon(ITEL, APCOM)	APCOM lost some orders.	exists x. (APCOM(x) & Lost(x) & Orders(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
63	ITEL sold 3000 more computers than APCOM. ## APCOM sold exactly 2500 computers.	Sold(ITEL, 3000, Computers) & Sold(APCOM, 0, Computers) ## all x. (APCOM(x) -> SoldExactly2500Computers(x))	ITEL sold 5500 computers.	Sold(ITEL, 5500, Computers)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
64	The PC-6082 is faster than every ITEL computer. ## The ITEL-ZX is an ITEL computer.	all x. (PC_6082(x) -> FasterThanEveryITEL(x)) ## all x. (ITELZX(x) -> ITELComputer(x))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: PC_6082/1, PC_6082/0"
65	The PC-6082 is faster than some ITEL computer. ## The ITEL-ZX is an ITEL computer.	all x. (PC_6082(x) -> FasterThanITEL(x)) ## all x. (ITELZX(x) -> ITELComputer(x))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: PC_6082/1, PC_6082/0"
66	The PC-6082 is faster than any ITEL computer. ## The ITEL-ZX is an ITEL computer.	all x. (PC_6082(x) -> FasterThanITEL(x)) ## all x. (ITELZX(x) -> ITELComputer(x))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: PC_6082/1, PC_6082/0"
67	The PC-6082 is faster than the ITEL-ZX and the ITEL-ZY.	all x. all y. all z. (PC_6082(x) & ITEL_ZX(y) & ITEL_ZY(z) -> Faster(x, y, z))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Faster/3, Faster/2, ITEL_ZX/1, ITEL_ZX/0, PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: Faster/3, Faster/2, ITEL_ZX/1, ITEL_ZX/0, PC_6082/1, PC_6082/0"
68	The PC-6082 is faster than the ITEL-ZX or the ITEL-ZY.	all x. all y. all z. (PC_6082(x) & ITEL_ZX(y) & ITEL_ZY(z) -> Faster(x, y, z))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Faster/3, Faster/2, ITEL_ZX/1, ITEL_ZX/0, PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: Faster/3, Faster/2, ITEL_ZX/1, ITEL_ZX/0, PC_6082/1, PC_6082/0"
69	ITEL has developed a new editor since 1992. ## It is now 1996.	all x. (Editor(x) & DevelopedBy(x, ITEL) -> Year(x, 1992)) ## Year(1996)	ITEL developed a new editor in 1993.	all x. (Editor(x) & DevelopedIn(x, 1993) -> ITEL(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Year/1, Year/2, ITEL/1, ITEL/0.


Fatal error:  The following symbols are used with multiple arities: Year/1, Year/2, ITEL/1, ITEL/0"
70	Since 1992 ITEL has made a loss. ## It is now 1996.	all x. (ITEL(x) & Year(y) & Year(z) & Year(w) -> (MadeLoss(x, y, z, w)) & (Year(y) & Year(z) & Year(w) & MadeLoss(x, y, z, w))) ## Year(1996)	ITEL made a loss in 1993.	exists x. (ITEL(x) & MadeLoss(x, 1993))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: MadeLoss/4, MadeLoss/2.


Fatal error:  The following symbols are used with multiple arities: MadeLoss/4, MadeLoss/2"
71	The conference started on July 4th, 1994. ## It lasted 2 days.	StartedOn(Conference, 1994, 7, 4) ## Lasted(x, 2)	The conference was over on July 8th, 1994.	Conference(conference) & Over(conference, july8th1994)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Conference/1, Conference/0.


Fatal error:  The following symbols are used with multiple arities: Conference/1, Conference/0"
72	Smith left. ## Jones left. ## Smith left before Jones left.	exists x. (Person(x) & Left(x, Smith)) ## Left(jones) ## LeftBefore(smith, jones)	Jones left after Smith left.	Left(jones) & Left(smith) & LeftAfter(smith, jones)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Left/2, Left/1.


Fatal error:  The following symbols are used with multiple arities: Left/2, Left/1"
73	Smith left. ## Jones left. ## Smith left after Jones left.	exists x. (Person(x) & Left(x, Smith)) ## Left(jones) ## all x. all y. (Smith(x) & Jones(y) -> LeftAfter(x, y))	Jones left before Smith left.	LeftBefore(jones, smith)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Left/1, Left/2, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Left/1, Left/2, Smith/1, Smith/0"
74	Smith left. ## Jones left. ## Jones left before Smith left.	exists x. (Person(x) & Left(x, Smith)) ## Left(jones) ## LeftBefore(jones, smith)	Smith left after Jones left.	all x. all y. (Smith(x) & Jones(y) -> LeftAfter(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Left/1, Left/2, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Left/1, Left/2, Smith/1, Smith/0"
75	Jones revised the contract. ## Smith revised the contract. ## Jones revised the contract after Smith did.	RevisedContract(jones, contract) ## RevisedContract(smith, contract) ## Revised(jones, contract) & Revised(smith, contract) & not Simultaneous(jones, smith, contract)	Smith revised the contract before Jones did.	Revised(smith) & Contract(smith) & RevisedContract(jones) & Before(smith, jones)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: RevisedContract/2, RevisedContract/1, Revised/2, Revised/1.


Fatal error:  The following symbols are used with multiple arities: RevisedContract/2, RevisedContract/1, Revised/2, Revised/1"
76	Smith swam. ## Jones swam. ## Smith swam before Jones swam.	exists x. (Swimmer(x) & Swam(x, smith)) ## Swam(jones) ## all x.all y. (Smith(x) & Jones(y) -> SwamBefore(x, y))	Jones swam after Smith swam.	all x. all y. (Jones(x) & Smith(y) -> SwamAfter(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Swam/1, Swam/2.


Fatal error:  The following symbols are used with multiple arities: Swam/1, Swam/2"
77	Smith was writing a report. ## Jones was writing a report. ## Smith was writing a report before Jones was writing a report.	exists x. (Report(x) & Writer(x, Smith)) ## exists x. (Person(x) & Report(x) & Writing(x)) ## all x.all y. (Smith(x) & Report(x) & Jones(y) & Report(y) -> exists z. (Writing(z) & Before(z, x) & Writing(z, y)))	Jones was writing a report after Smith was writing a report.	WasWritingReport(jones) & WasWritingReport(smith)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Writing/2, Writing/1, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Writing/2, Writing/1, Smith/1, Smith/0"
78	Smith discovered a new species in 1991.	exists x. (DiscoveredNewSpecies(x) & Year(x, 1991))	Smith discovered a new species in 1992.	exists x. (DiscoveredSpecies(x) & Year(y) & Year(z) & Year(w) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(	n	"End of input found.  Expression expected.
exists x. (DiscoveredSpecies(x) & Year(y) & Year(z) & Year(w) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(
                                                                                                                                                                                                       ^"
79	Smith wrote a report in two hours.	WroteReport(smith, report, twoHours)	Smith wrote a report in one hour.	WroteReport(smith, oneHour)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WroteReport/3, WroteReport/2.


Fatal error:  The following symbols are used with multiple arities: WroteReport/3, WroteReport/2"
80	In two years Smith owned a chain of businesses.	all x. (TwoYearsAgo(x) -> OwnedChainOfBusinesses(x, Smith))	Smith owned a chain of business for more than two years.	all x. (Smith(x) -> OwnedChainOfBusiness(x, moreThanTwoYears))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Smith/1, Smith/0"
81	In two years Smith owned a chain of businesses.	all x. (TwoYearsAgo(x) -> OwnedChainOfBusinesses(x, Smith))	Smith owned a chain of business.	exists x. exists y. (Smith(x) & Business(y) & Owns(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Smith/1, Smith/0"
82	Smith lived in Birmingham for two years.	LivedIn(Smith, Birmingham, 2)	Smith lived in Birmingham.	LivedIn(Smith, Birmingham)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: LivedIn/3, LivedIn/2.


Fatal error:  The following symbols are used with multiple arities: LivedIn/3, LivedIn/2"
83	Smith wrote a report for two hours.	WroteReport(smith, report, twoHours)	Smith wrote a report for an hour.	WroteReport(smith, hour)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WroteReport/3, WroteReport/2.


Fatal error:  The following symbols are used with multiple arities: WroteReport/3, WroteReport/2"
84	Smith discovered new species for two years.	DiscoveredNewSpecies(smith, years)	Smith discovered new species.	all x. (DiscoveredNewSpecies(x) -> Smith(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: DiscoveredNewSpecies/2, DiscoveredNewSpecies/1.


Fatal error:  The following symbols are used with multiple arities: DiscoveredNewSpecies/2, DiscoveredNewSpecies/1"
85	In 1994 ITEL sent a progress report every month.	all x. (ITEL(x) & Year(y) & Month(z) & Progress(r) & Report(r) -> SentProgressReport(x, y, z, r))	ITEL sent a progress report in July 1994.	SentProgressReport(ITEL, July1994)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: SentProgressReport/4, SentProgressReport/2, ITEL/1, ITEL/0.


Fatal error:  The following symbols are used with multiple arities: SentProgressReport/4, SentProgressReport/2, ITEL/1, ITEL/0"
86	Smith wrote to a representative every week.	all x.all y. (Smith(x) & Representative(y) -> WritesTo(x, y, Weekly))	There is a representative that Smith wrote to every week.	exists x. (Representative(x) & WritesTo(x, Smith) & Weekly(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WritesTo/3, WritesTo/2, Weekly/1, Weekly/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: WritesTo/3, WritesTo/2, Weekly/1, Weekly/0, Smith/1, Smith/0"
87	ITEL always delivers reports late. ## In 1993 ITEL delivered reports.	all x. (ITEL(x) -> DeliversReportsLate(x)) ## all x. (ITEL(x) & Year(y) & Year(z) -> DeliveredReports(x, y, z))	ITEL delivered reports late in 1993.	all x. (ITEL(x) & DeliveredReports(x, 1993) -> Late(x, 1993))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: DeliveredReports/3, DeliveredReports/2.


Fatal error:  The following symbols are used with multiple arities: DeliveredReports/3, DeliveredReports/2"
88	ITEL never delivers reports late. ## In 1993 ITEL delivered reports.	all x. (ITEL(x) -> not DeliversReportsLate(x)) ## all x. (ITEL(x) & Year(y) & Year(z) -> DeliveredReports(x, y, z))	ITEL delivered reports late in 1993.	all x. (ITEL(x) & DeliveredReports(x, 1993) -> Late(x, 1993))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: DeliveredReports/3, DeliveredReports/2.


Fatal error:  The following symbols are used with multiple arities: DeliveredReports/3, DeliveredReports/2"
89	Jones graduated in March and has been employed ever since. ## Jones has been unemployed in the past.	Graduated(Jones, March) & Employed(Jones) ## exists x. (Person(x) & Unemployed(x))	Jones was unemployed at some time before he graduated.	exists x. (Unemployed(x) & Jones(x) & Before(x) & Graduation(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0"
90	Every representative has read this report. ## No two representatives have read it at the same time. ## No representative took less than half a day to read the report. ## There are sixteen representatives.	all x. (Representative(x) -> Read(x) & Report(x)) ## not exists x.exists y. (Representative(x) & Representative(y) & Read(x, z) & Read(y, z) & Same(z) & Time(z)) ## all x. (Representative(x) & TookLessThanHalfADay(x) -> not Read(x) & Report(x)) ## exists x. (Representative(x) & NumberOfRepresentatives(x, 16))	It took the representatives more than a week to read the report.	all x. (Representative(x) & Read(x) & Report(x) -> MoreThanWeek(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Read/2, Read/1.


Fatal error:  The following symbols are used with multiple arities: Read/2, Read/1"
91	Before APCOM bought its present office building, it had been paying mortgage interest on the previous one for 8 years. ## Since APCOM bought its present office building it has been paying mortgage interest on it for more than 10 years.	all x. (APCOM(x) & PresentOfficeBuilding(x) -> (exists y. (Mortgage(y) & Interest(y) & PreviousOfficeBuilding(y) & PaidFor8Years(x, y)))) ## all x. (APCOM(x) & BoughtOfficeBuilding(x) -> (PayingMortgageInterest(x) & MoreThan10Years(x)))	APCOM has been paying mortgage interest for a total of 15 years or more.	all x. (APCOM(x) -> (PayingMortgageInterest(x) & Years(y) & Total(y) & Years(y) & GreaterThan(y, 15) & PayingMortgageInterest(x, y)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PayingMortgageInterest/2, PayingMortgageInterest/1.


Fatal error:  The following symbols are used with multiple arities: PayingMortgageInterest/2, PayingMortgageInterest/1"
92	Smith has been to Florence twice in the past. ## Smith will go to Florence twice in the coming year.	exists x. (Smith(x) & HasBeenToFlorenceTwice(x)) ## all x. (Smith(x) -> (GoesToFlorenceTwice(x) & Year(y) & Coming(y) & Year(y)))	Two years from now Smith will have been to Florence at least four times.	TwoYearsFromNow(Smith) & TravelledTo(Smith, Florence) & NumberOfTimes(Smith, Florence, ≥4)	e	'utf-8' codec can't decode byte 0xe2 in position 794: invalid continuation byte
93	ITEL won the contract from APCOM in 1993.	WonContract(ITEL, APCOM, 1993)	ITEL won a contract in 1993.	WonContract(ITEL, 1993)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WonContract/3, WonContract/2.


Fatal error:  The following symbols are used with multiple arities: WonContract/3, WonContract/2"
94	Smith believed that ITEL had won the contract in 1992.	Believed(Smith, ITEL, WonContract, 1992)	ITEL won the contract in 1992.	WonContract(ITEL, 1992)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WonContract/2, WonContract/0.


Fatal error:  The following symbols are used with multiple arities: WonContract/2, WonContract/0"
95	Smith saw Jones sign the contract. ## If Jones signed the contract, his heart was beating.	Saw(Smith, Jones, Contract) ## all x. (Signed(x) & Contract(x) -> Beating(x) & Heart(x))	Smith saw Jones' heart beat.	all x.all y. (Smith(x) & Jones(y) -> SawHeartBeat(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Contract/1, Contract/0, Jones/1, Jones/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Contract/1, Contract/0, Jones/1, Jones/0, Smith/1, Smith/0"
96	Smith saw Jones sign the contract. ## When Jones signed the contract, his heart was beating.	Saw(Smith, Jones, Contract) ## all x. (SignedContract(x, jones) -> Heart(jones) & Beating(jones))	Smith saw Jones' heart beat.	all x.all y. (Smith(x) & Jones(y) -> SawHeartBeat(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0"
97	Smith saw Jones sign the contract. ## Jones is the chairman of ITEL.	Saw(Smith, Jones, Contract) ## Chairman(Jones, ITEL)	Smith saw the chairman of ITEL sign the contract.	all x.all y. (Smith(x) & ChairmanOfITEL(y) -> SawSignContract(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Smith/1, Smith/0"
98	Helen saw the chairman of the department answer the phone. ## The chairman of the department is a person.	all x.all y. (Helen(x) & ChairmanOfDepartment(y) -> SawAnswerPhone(x, y)) ## all x. (Chairman(x) -> Person(x))	There is someone whom Helen saw answer the phone.	exists x. (Person(x) & SeenAnswerPhone(x, Helen))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Helen/1, Helen/0.


Fatal error:  The following symbols are used with multiple arities: Helen/1, Helen/0"
99	Smith saw Jones sign the contract and his secretary make a copy.	all x. all y. all z. (Smith(x) & Jones(y) & Contract(z) -> (Saw(x, y, z) & Secretary(x, z)))	Smith saw Jones sign the contract.	Saw(Smith, Jones, Contract)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Contract/1, Contract/0, Jones/1, Jones/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Contract/1, Contract/0, Jones/1, Jones/0, Smith/1, Smith/0"
100	Smith saw Jones sign the contract or cross out the crucial clause.	all x.all y.all z. (Smith(x) & Jones(y) & Contract(z) -> (SawSign(x, y, z) | CrossedOutCrucialClause(x, y, z)))	Smith either saw Jones sign the contract or saw Jones cross out the crucial clause.	(SawJonesSignContract(smith) ⊕ SawJonesCrossOutClause(smith))	e	"Unexpected token: '⊕'.  Expected token ')'.
(SawJonesSignContract(smith) ⊕ SawJonesCrossOutClause(smith))
                             ^"
