	nl_ps	fol_ps	nl_h	fol_h	label	exception
67	A little girl is playing a grand piano on stage	exists x. exists y. exists z. (LittleGirl(x) & GrandPiano(y) & Stage(z) & PlayingOn(x, y, z))	The woman is cooking something	exists x. (Woman(x) & Cooking(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cooking/2, Cooking/1.


Fatal error:  The following symbols are used with multiple arities: Cooking/2, Cooking/1"
68	A little girl is playing a grand piano on stage	exists x. exists y. exists z. (LittleGirl(x) & GrandPiano(y) & Stage(z) & PlayingOn(x, y, z))	The cats are playing with each other	all x.all y.all z. (Cat(x) & Cat(y) & Cat(z) -> PlayingWith(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PlayingWith/2, PlayingWith/3.


Fatal error:  The following symbols are used with multiple arities: PlayingWith/2, PlayingWith/3"
69	A woman is skillfully playing a flute	exists x. (Woman(x) & SkillfullyPlayingFlute(x))	The flute is being played by the woman	exists x. exists y. (Flute(x) & Woman(y) & Playing(y, x))	e	"'flute' is an illegal variable name.  Constants may not be quantified.
all x. all flute. (Playing(x, flute) -> Playing(x, flute))
           ^"
70	Two men are fighting in a cow pasture	exists x. exists y. (Man(x) & Man(y) & Fighting(x, y) & CowPasture(x, y))	Nobody is fighting in a cow pasture	not exists x. (Fighting(x) & InCowPasture(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Fighting/2, Fighting/1.


Fatal error:  The following symbols are used with multiple arities: Fighting/2, Fighting/1"
71	A man is eating a banana	exists x. exists y. (Man(x) & Banana(y) & Eating(x, y))	A banana is being eaten by a man	exists x. exists y. (Banana(x) & Man(y) & Eating(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Eating/3, Eating/2.


Fatal error:  The following symbols are used with multiple arities: Eating/3, Eating/2"
72	A boy is sitting in a room and playing a piano by lamp light	exists x. exists y. exists z. (Boy(x) & Room(y) & Piano(z) & SittingIn(x, y) & Playing(x, z) & LampLight(z))	A woman is playing a guitar which is electric	all x.all y. (Woman(x) & Guitar(y) & Electric(y) -> Playing(x, y))	e	"'ElectricGuitar' is an illegal variable name.  Constants may not be quantified.
all x. all ElectricGuitar. (Playing(x, ElectricGuitar) -> Playing(x, ElectricGuitar))
           ^"
73	There is no man in a suit standing at a microphone and singing	not exists x. (Man(x) & InSuit(x) & StandingAtMicrophone(x) & Singing(x))	The man on stage isn't singing into the microphone	all x. (Man(x) & OnStage(x) -> not SingingIntoMicrophone(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: OnStage/2, OnStage/1.


Fatal error:  The following symbols are used with multiple arities: OnStage/2, OnStage/1"
74	A few children are jumping on a trampoline	exists x.exists y. (Child(x) & Trampoline(y) & JumpingOn(x, y))	Nobody is playing on a trampoline	not exists x. (Person(x) & PlayingOnTrampoline(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PlayingOnTrampoline/2, PlayingOnTrampoline/1.


Fatal error:  The following symbols are used with multiple arities: PlayingOnTrampoline/2, PlayingOnTrampoline/1"
75	The man is not cutting the tape on the box	not CuttingTapeOnBox(man)	The man is cutting the tape on the box	exists x. exists y. (Man(x) & Tape(y) & Box(z) & Cutting(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/2, Cutting/3.


Fatal error:  The following symbols are used with multiple arities: Cutting/2, Cutting/3"
76	The man is not cutting the tape on the box	not CuttingTapeOnBox(man)	There is no man cutting a box	not exists x. (Man(x) & Cutting(x, box))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/3, Cutting/2.


Fatal error:  The following symbols are used with multiple arities: Cutting/3, Cutting/2"
77	The man is not cutting the tape on the box	not CuttingTapeOnBox(man)	The man is cutting the tape on the box	exists x. exists y. (Man(x) & Tape(y) & Box(z) & Cutting(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/2, Cutting/3.


Fatal error:  The following symbols are used with multiple arities: Cutting/2, Cutting/3"
78	The young boy is running through the ocean waves	all x. (YoungBoy(x) -> exists y. (Ocean(y) & Waves(y) & RunningThrough(x, y)))	A cook is coating a pork chop	exists x. exists y. (Cook(x) & PorkChop(y) & Coating(x, y))	e	"'porkChop' is an illegal variable name.  Constants may not be quantified.
all x. all porkChop. (Coating(x, porkChop) -> Coating(x, porkChop))
           ^"
79	A man and a woman are standing still in the woods	exists x. exists y. (Man(x) & Woman(y) & StandingStillInWoods(x, y))	The man and woman are walking	exists x. exists y. (Man(x) & Woman(y) & Walking(x) & Walking(y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Walking/2, Walking/1.


Fatal error:  The following symbols are used with multiple arities: Walking/2, Walking/1"
80	The south African plane is flying in a blue sky	exists x. (Plane(x) & SouthAfrican(x) & FlyingInBlueSky(x))	A woman is cooking a breaded pork chop	exists x. (Woman(x) & Cooking(x, breaded_pork_chop))	c	"'BreadedPorkChop' is an illegal variable name.  Constants may not be quantified.
all x. all BreadedPorkChop. (Cooking(x, BreadedPorkChop) -> Cooking(x, BreadedPorkChop))
           ^"
81	The woman is chopping some bread and fried pork	exists x. (Woman(x) & ChoppingBread(x) & ChoppingFriedPork(x))	The woman is not frying a breaded pork chop	not exists x. (Woman(x) & Frying(x, breadedPorkChop))	n	"'breaded_pork_chop' is an illegal variable name.  Constants may not be quantified.
all x. all breaded_pork_chop. (Frying(x, breaded_pork_chop) -> Cooking(x, breaded_pork_chop))
           ^"
82	The woman is chopping some bread and fried pork	exists x. (Woman(x) & ChoppingBread(x) & ChoppingFriedPork(x))	The woman is frying a breaded pork chop	exists x. (Woman(x) & Frying(x, breadedPorkChop))	c	"'BreadedPorkChop' is an illegal variable name.  Constants may not be quantified.
all x. all BreadedPorkChop. (Frying(x, BreadedPorkChop) -> Cooking(x, BreadedPorkChop))
           ^"
83	The woman is chopping some bread and fried pork	exists x. (Woman(x) & ChoppingBread(x) & ChoppingFriedPork(x))	A woman is cooking a breaded pork chop	exists x. (Woman(x) & Cooking(x, breaded_pork_chop))	e	"'breadedPorkChop' is an illegal variable name.  Constants may not be quantified.
all x. all breadedPorkChop. (Frying(x, breadedPorkChop) -> Cooking(x, breadedPorkChop))
           ^"
84	Someone is typing	exists x. (Person(x) & Typing(x))	Someone is typing on a keyboard	exists x. (Person(x) & Typing(x, Keyboard))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Typing/1, Typing/2.


Fatal error:  The following symbols are used with multiple arities: Typing/1, Typing/2"
85	A woman is peeling a potato	exists x. (Woman(x) & PeelingPotato(x))	Someone is cleansing an animal	exists x. (Cleansing(x, Animal))	e	"'Animal' is an illegal variable name.  Constants may not be quantified.
all x. all Animal. (Cleaning(x, Animal) -> Cleansing(x, Animal))
           ^"
86	A woman is peeling a potato	exists x. (Woman(x) & PeelingPotato(x))	Someone is dirtying an animal	exists x.exists y. (Person(x) & Animal(y) & Dirtying(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Animal/1, Animal/0.


Fatal error:  The following symbols are used with multiple arities: Animal/1, Animal/0"
87	The woman is cleaning a shrimp	exists x. exists y. (Woman(x) & Shrimp(y) & Cleaning(x, y))	Someone is cleaning an animal	exists x. (Cleaning(x, Animal))	n	"'Shrimp' is an illegal variable name.  Constants may not be quantified.
all x. all Shrimp. (Cleaning(x, Shrimp) -> Cleaning(x, Shrimp))
           ^"
88	A woman is cleaning a shrimp	exists x. exists y. (Woman(x) & Shrimp(y) & Cleaning(x, y))	A woman is riding a water scooter	exists x. exists y. (Woman(x) & WaterScooter(y) & Riding(x, y))	c	"'WaterScooter' is an illegal variable name.  Constants may not be quantified.
all x. all WaterScooter. (Riding(x, WaterScooter) -> Riding(x, WaterScooter))
           ^"
89	A woman is riding a water scooter	exists x. exists y. (Woman(x) & WaterScooter(y) & Riding(x, y))	The boy is riding a tricycle	exists x. (Boy(x) & Riding(x, tricycle))	e	"'boy' is an illegal variable name.  Constants may not be quantified.
all boy. (Boy(boy) -> Boy(boy))
    ^"
90	The boy is speedily riding a tricycle	Boy(boy) & Tricycle(tricycle) & SpeedilyRiding(boy, tricycle)	A woman is riding a scooter towards the water	exists x. exists y. exists z. (Woman(x) & Scooter(y) & Water(z) & Riding(x, y) & Towards(x, z))	n	"'tricycle' is an illegal variable name.  Constants may not be quantified.
all x. all tricycle. (Riding(x, tricycle) -> Riding(x, tricycle))
           ^"
91	The boy is speedily riding a tricycle	Boy(boy) & Tricycle(tricycle) & SpeedilyRiding(boy, tricycle)	A panda bear is eating some bamboo	exists x. (PandaBear(x) & Eating(x, bamboo))	c	"'bamboo' is an illegal variable name.  Constants may not be quantified.
all x. all bamboo. (Eating(x, bamboo) -> Eating(x, bamboo))
           ^"
92	One man is chopping a log with an axe	exists x. exists y. exists z. (Man(x) & Log(y) & Axe(z) & Chopping(x, y, z))	There is no man chopping a log with an axe	not exists x. (Man(x) & Chopping(x, log) & UsingAxe(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Chopping/3, Chopping/2.


Fatal error:  The following symbols are used with multiple arities: Chopping/3, Chopping/2"
93	The man is chopping the trunk of a tree with an axe	exists x. exists y. exists z. (Man(x) & Tree(y) & Axe(z) & Chopping(x, y, z))	The man is chopping a tree trunk with an axe	exists x. exists y. exists z. (Man(x) & TreeTrunk(y) & Axe(z) & Chopping(x, y, z))	c	"'TreeTrunk' is an illegal variable name.  Constants may not be quantified.
all x. all TreeTrunk. all Axe. (Chopping(x, TreeTrunk, Axe) -> Chopping(x, TreeTrunk, Axe))
           ^"
94	Someone is taking the okra out of a pot	exists x. (TakingOkra(x))	Someone is cooking okra in a pan	exists x. (Person(x) & Cooking(x, okra) & InPan(x))	c	"'okra' is an illegal variable name.  Constants may not be quantified.
all x. all okra. (Cooking(x, okra) -> Cooking(x, okra))
           ^"
95	The boys are standing in front of the car, which is burning	all x.all y. (Boy(x) & Car(y) -> (StandingInFrontOf(x, y) & Burning(y)))	The boys are standing and burning a car	all x.all y. (Boy(x) & Car(y) -> (Standing(x) & Burning(x, y)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Burning/1, Burning/2.


Fatal error:  The following symbols are used with multiple arities: Burning/1, Burning/2"
96	A boy is looking at a calendar	exists x. exists y. (Boy(x) & Calendar(y) & LookingAt(x, y))	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Throwing/2, Throwing/3.


Fatal error:  The following symbols are used with multiple arities: Throwing/2, Throwing/3"
97	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Throwing/2, Throwing/3.


Fatal error:  The following symbols are used with multiple arities: Throwing/2, Throwing/3"
98	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Throwing/2, Throwing/3, Ceiling/1, Ceiling/0, Cat/1, Cat/0.


Fatal error:  The following symbols are used with multiple arities: Throwing/2, Throwing/3, Ceiling/1, Ceiling/0, Cat/1, Cat/0"
99	A person is packing a zucchini	exists x. (Person(x) & Packing(x, zucchini))	A person is scrubbing a zucchini	exists x. exists y. (Person(x) & Zucchini(y) & Scrubbing(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Scrubbing/3, Scrubbing/2.


Fatal error:  The following symbols are used with multiple arities: Scrubbing/3, Scrubbing/2"
100	The man is not riding a horse by a creek	not exists x. (Man(x) & RidingHorse(x) & ByCreek(x))	A man is riding a horse	exists x. exists y. (Man(x) & Horse(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
101	The man is not riding a horse by a creek	not exists x. (Man(x) & RidingHorse(x) & ByCreek(x))	A horse is being ridden by a man	exists x.exists y. (Horse(x) & Man(y) & Riding(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
102	The men are fighting with their fists in a ring	all x.all y.all z. (Man(x) & Fist(y) & Ring(z) -> FightsIn(x, y, z))	Two people are fist fighting in a ring	exists x. exists y. (Person(x) & Person(y) & FistFight(x, y) & Ring(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Ring/1, Ring/2.


Fatal error:  The following symbols are used with multiple arities: Ring/1, Ring/2"
103	The woman is picking up a baby kangaroo	exists x. exists y. (Woman(x) & BabyKangaroo(y) & PickingUp(x, y))	A kangaroo is picking up the woman's baby	all x.all y.all z. (Kangaroo(x) & Woman(y) & Baby(z) -> PickingUp(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PickingUp/2, PickingUp/3.


Fatal error:  The following symbols are used with multiple arities: PickingUp/2, PickingUp/3"
104	The man is riding a horse	exists x. exists y. (Man(x) & Horse(y) & Riding(x, y))	A man is drawing a picture	exists x. (Man(x) & Drawing(x, Picture))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Picture/1, Picture/0.


Fatal error:  The following symbols are used with multiple arities: Picture/1, Picture/0"
105	The man is riding a horse	exists x. exists y. (Man(x) & Horse(y) & Riding(x, y))	A man is drawing a picture	exists x. (Man(x) & Drawing(x, Picture))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Drawing/1, Drawing/2.


Fatal error:  The following symbols are used with multiple arities: Drawing/1, Drawing/2"
106	Someone is drawing a person	exists x. (Person(x) & Drawing(x))	The person is drawing	exists x. (Person(x) & Drawing(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Drawing/2, Drawing/1.


Fatal error:  The following symbols are used with multiple arities: Drawing/2, Drawing/1"
107	A man is eating a pizza	exists x. exists y. (Man(x) & Pizza(y) & Eating(x, y))	A man is eating some food	exists x. exists y. (Man(x) & Food(y) & Eating(x, y))	n	"'pizza' is an illegal variable name.  Constants may not be quantified.
all x. all pizza. (Eating(x, pizza) -> Eating(x, pizza))
           ^"
108	The man is erasing the other man's work from the board	all x.all y. (Man(x) & Man(y) & Work(x, y) -> Erasing(x, y))	The girl is erasing the other man's work from the board	all x.all y.all z. (Girl(x) & Man(y) & Board(z) & Erasing(x, y, z) -> WorkFromBoard(y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Erasing/2, Erasing/3.


Fatal error:  The following symbols are used with multiple arities: Erasing/2, Erasing/3"
109	A man is rapidly chopping some mushrooms with a knife	exists x. exists y. exists z. (Man(x) & Mushroom(y) & Knife(z) & RapidlyChopping(x, y, z))	A man is rapidly chopping some mushrooms with a knife	exists x. exists y. exists z. (Man(x) & Mushroom(y) & Knife(z) & RapidlyChopping(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: RapidlyChopping/2, RapidlyChopping/3.


Fatal error:  The following symbols are used with multiple arities: RapidlyChopping/2, RapidlyChopping/3"
110	A woman is chopping up an octopus	exists x. exists y. (Woman(x) & Octopus(y) & Chopping(x, y))	The woman is cutting cooked octopus	exists x. (Woman(x) & Cutting(x, CookedOctopus))	n	"'CookedOctopus' is an illegal variable name.  Constants may not be quantified.
all x. all CookedOctopus. (Cutting(x, CookedOctopus) -> Cutting(x, CookedOctopus))
           ^"
111	The man is cutting cooked octopus	exists x. (Man(x) & Cutting(x, CookedOctopus))	A woman is cutting an octopus	exists x. exists y. (Woman(x) & Octopus(y) & Cutting(x, y))	e	"'CookedOctopus' is an illegal variable name.  Constants may not be quantified.
all x. all CookedOctopus. (Cutting(x, CookedOctopus) -> Cutting(x, CookedOctopus))
           ^"
112	A man is cutting a potato	exists x. exists y. (Man(x) & Potato(y) & Cutting(x, y))	A woman is cutting a tomato	exists x. exists y. (Woman(x) & Tomato(y) & Cutting(x, y))	n	"'potato' is an illegal variable name.  Constants may not be quantified.
all x. all potato. (Cutting(x, potato) -> Cutting(x, potato))
           ^"
113	A man is making a sketch	exists x. (Man(x) & MakingSketch(x))	A man is drawing	exists x. (Man(x) & Drawing(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Drawing/2, Drawing/1.


Fatal error:  The following symbols are used with multiple arities: Drawing/2, Drawing/1"
114	The man is drawing	exists x. (Man(x) & Drawing(x))	The woman is drawing a man	exists x. exists y. (Woman(x) & Man(y) & Drawing(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Drawing/1, Drawing/2.


Fatal error:  The following symbols are used with multiple arities: Drawing/1, Drawing/2"
115	The man is drawing	exists x. (Man(x) & Drawing(x))	A man is drawing	exists x. (Man(x) & Drawing(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Drawing/2, Drawing/1.


Fatal error:  The following symbols are used with multiple arities: Drawing/2, Drawing/1"
116	A man is riding a horse on the beach	exists x. exists y. exists z. (Man(x) & Horse(y) & Beach(z) & Riding(x, y, z))	A guy is riding a horse	exists x. exists y. (Guy(x) & Horse(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
117	A man is riding a horse on the beach	exists x. exists y. exists z. (Man(x) & Horse(y) & Beach(z) & Riding(x, y, z))	A guy is riding a horse	exists x. exists y. (Guy(x) & Horse(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
118	A man is riding a horse on the beach	exists x. exists y. exists z. (Man(x) & Horse(y) & Beach(z) & Riding(x, y, z))	A horse is being ridden by a guy	exists x.exists y. (Horse(x) & Guy(y) & Riding(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
119	A paper plate is being cut by a man	exists x.exists y. (PaperPlate(x) & Man(y) & Cutting(y, x))	The man is cutting a paper plate	exists x. exists y. (Man(x) & PaperPlate(y) & Cutting(x, y))	c	"'PaperPlate' is an illegal variable name.  Constants may not be quantified.
all x. all PaperPlate. (Cutting(x, PaperPlate) -> Cutting(x, PaperPlate))
           ^"
120	Two people in a race are flipping the tires of a tractor	exists x. exists y. exists z. (Person(x) & Person(y) & Tractor(z) & Race(x, y, z) & FlippingTires(x, z))	A man is patting an alligator on the mouth	exists x. exists y. (Man(x) & Alligator(y) & Patting(x, y) & OnMouth(x, y))	c	"'alligator' is an illegal variable name.  Constants may not be quantified.
all x. all alligator. (Patting(x, alligator) -> Patting(x, alligator))
           ^"
121	Two men are not fighting	not (exists x. exists y. (Man(x) & Man(y) & Fighting(x, y)))	Some men are fighting	exists x. (Man(x) & Fighting(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Fighting/2, Fighting/1.


Fatal error:  The following symbols are used with multiple arities: Fighting/2, Fighting/1"
122	Two men are not fighting	not (exists x. exists y. (Man(x) & Man(y) & Fighting(x, y)))	Two men are fighting	exists x. exists y. (Man(x) & Man(y) & Fighting(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Fighting/1, Fighting/2.


Fatal error:  The following symbols are used with multiple arities: Fighting/1, Fighting/2"
123	Two men are not fighting	not (exists x. exists y. (Man(x) & Man(y) & Fighting(x, y)))	Some men are fighting	exists x. (Man(x) & Fighting(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Fighting/2, Fighting/1.


Fatal error:  The following symbols are used with multiple arities: Fighting/2, Fighting/1"
124	There is no man driving a car	not exists x. (Man(x) & DrivingCar(x))	A kid is cutting grass with scissors	exists x. (Kid(x) & CuttingGrass(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: CuttingGrass/2, CuttingGrass/1.


Fatal error:  The following symbols are used with multiple arities: CuttingGrass/2, CuttingGrass/1"
125	There is no man driving a car	not exists x. (Man(x) & DrivingCar(x))	A boy is cutting grass with scissors	exists x. (Boy(x) & CuttingGrass(x, scissors))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: CuttingGrass/1, CuttingGrass/2.


Fatal error:  The following symbols are used with multiple arities: CuttingGrass/1, CuttingGrass/2"
126	A man is cutting a cord with a sword	exists x. exists y. exists z. (Man(x) & Cord(y) & Sword(z) & Cutting(x, y, z))	A man is cutting a rope with a sword	exists x. exists y. exists z. (Man(x) & Rope(y) & Sword(z) & Cutting(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/2, Cutting/3.


Fatal error:  The following symbols are used with multiple arities: Cutting/2, Cutting/3"
127	A man is showing off a small monkey	exists x. exists y. (Man(x) & Monkey(y) & Small(y) & ShowsOff(x, y))	A group of boys is playing soccer on the beach	exists x.exists y.exists z. (Boy(x) & Boy(y) & Beach(z) & PlayingSoccer(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PlayingSoccer/1, PlayingSoccer/3.


Fatal error:  The following symbols are used with multiple arities: PlayingSoccer/1, PlayingSoccer/3"
128	A man is showing off a small monkey	exists x. exists y. (Man(x) & Monkey(y) & Small(y) & ShowsOff(x, y))	A group of boys is playing soccer on the beach	exists x.exists y.exists z. (Boy(x) & Boy(y) & Beach(z) & PlayingSoccer(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PlayingSoccer/1, PlayingSoccer/3.


Fatal error:  The following symbols are used with multiple arities: PlayingSoccer/1, PlayingSoccer/3"
129	A monkey is kicking a person	exists x. exists y. (Monkey(x) & Person(y) & Kicks(x, y))	A monkey is kicking a person	exists x. exists y. (Monkey(x) & Person(y) & Kicks(x, y))	c	"'Person' is an illegal variable name.  Constants may not be quantified.
all x. all Person. (Kicks(x, Person) -> Kicks(x, Person))
           ^"
130	A boy is not playing a guitar	all x. (Boy(x) -> not PlayingGuitar(x))	A dog is being teased by a monkey at the zoo	exists x.exists y. (Dog(x) & Monkey(y) & AtZoo(x) & AtZoo(y) & Teasing(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: AtZoo/2, AtZoo/1.


Fatal error:  The following symbols are used with multiple arities: AtZoo/2, AtZoo/1"
131	A person is slicing some ginger	exists x. (Person(x) & Slicing(x, ginger))	An onion is being sliced by a person	exists x.exists y. (Onion(x) & Person(y) & Slicing(y, x))	e	"'Onion' is an illegal variable name.  Constants may not be quantified.
all x. all Onion. (Slicing(x, Onion) -> Slicing(x, Onion))
           ^"
132	A person is cutting some ginger	exists x. (Person(x) & Cutting(x, ginger))	A person is slicing some ginger	exists x. (Person(x) & Slicing(x, ginger))	n	"'Onion' is an illegal variable name.  Constants may not be quantified.
all x. all Onion. (Slicing(x, Onion) -> Slicing(x, Onion))
           ^"
133	A little girl is selling a scooter	exists x. exists y. (LittleGirl(x) & Scooter(y) & Selling(x, y))	A little girl is peddling a scooter	exists x. exists y. (LittleGirl(x) & Scooter(y) & Peddling(x, y))	c	"'Scooter' is an illegal variable name.  Constants may not be quantified.
all x. all Scooter. (Peddling(x, Scooter) -> Peddling(x, Scooter))
           ^"
134	A big cat is opening a plastic drawer with its paws and is jumping inside	all x.all y.all z. (BigCat(x) & PlasticDrawer(y) & Paws(x) & JumpingInside(z) -> OpensWithPawsAndJumps(x, y, z))	A cat is opening a drawer and climbing inside	all x.all y. (Cat(x) & Drawer(y) -> (Opening(x, y) & ClimbingInside(x, y)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: ClimbingInside/1, ClimbingInside/2.


Fatal error:  The following symbols are used with multiple arities: ClimbingInside/1, ClimbingInside/2"
135	A man is opening a door	exists x. (Man(x) & OpeningDoor(x))	A man is cutting a potato	exists x. exists y. (Man(x) & Potato(y) & Cutting(x, y))	c	"'potato' is an illegal variable name.  Constants may not be quantified.
all x. all potato. (Cutting(x, potato) -> Cutting(x, potato))
           ^"
136	There is no person playing a piano	not exists x. (Person(x) & PlaysPiano(x))	There is no person slicing a potato	not exists x. (Person(x) & Slicing(x, potato))	c	"'potato' is an illegal variable name.  Constants may not be quantified.
all x. all potato. (Slicing(x, potato) -> Slicing(x, potato))
           ^"
137	Someone is playing with a toad	exists x.exists y. (Person(x) & Toad(y) & PlayingWith(x, y))	Someone is playing with a toad	exists x.exists y. (Person(x) & Toad(y) & PlayingWith(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Toad/1, Toad/0.


Fatal error:  The following symbols are used with multiple arities: Toad/1, Toad/0"
138	A rabbit is playing with a toy rabbit	all x.all y. (Rabbit(x) & ToyRabbit(y) -> PlayingWith(x, y))	A man is jumping rope outside	exists x. (Man(x) & JumpingRope(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: JumpingRope/2, JumpingRope/1.


Fatal error:  The following symbols are used with multiple arities: JumpingRope/2, JumpingRope/1"
139	A rabbit is playing with a toy rabbit	all x.all y. (Rabbit(x) & ToyRabbit(y) -> PlayingWith(x, y))	A woman is slicing a cucumber	exists x. exists y. (Woman(x) & Cucumber(y) & Slicing(x, y))	c	"'cucumber' is an illegal variable name.  Constants may not be quantified.
all x. all cucumber. (Slicing(x, cucumber) -> Slicing(x, cucumber))
           ^"
140	A woman is diving into a pool	exists x. (Woman(x) & DivingIntoPool(x))	The man is seasoning the meat	exists x. (Man(x) & Seasoning(x, Meat))	e	"'Sausages' is an illegal variable name.  Constants may not be quantified.
all x. all Sausages. (Seasoning(x, Sausages) -> Seasoning(x, Sausages))
           ^"
141	The man is not seasoning the sausages	not exists x. (Man(x) & Seasoning(x, Sausages))	The man is seasoning the sausages	exists x. (Man(x) & Seasoning(x, Sausages))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Seasoning/1, Seasoning/2.


Fatal error:  The following symbols are used with multiple arities: Seasoning/1, Seasoning/2"
142	There is no man playing a flute	not exists x. (Man(x) & PlaysFlute(x))	A large flute is being played by a man	exists x. exists y. (LargeFlute(x) & Man(y) & Playing(y, x))	e	"'LargeFlute' is an illegal variable name.  Constants may not be quantified.
all x. all LargeFlute. (Playing(x, LargeFlute) -> Playing(x, LargeFlute))
           ^"
143	A man is playing a small flute	exists x. (Man(x) & PlayingSmallFlute(x))	A flute is being played by a man	exists x. exists y. (Flute(x) & Man(y) & Playing(y, x))	e	"'LargeFlute' is an illegal variable name.  Constants may not be quantified.
all x. all LargeFlute. (Playing(x, LargeFlute) -> Playing(x, LargeFlute))
           ^"
144	A person is passionately playing a guitar in front of an audience	all x. all y. all z. (Person(x) & Guitar(y) & Audience(z) & Playing(x, y) -> InFrontOf(x, z))	A person is reading the email	exists x. (Person(x) & Reading(x, email))	e	"'email' is an illegal variable name.  Constants may not be quantified.
all x. all email. (Reading(x, email) -> Reading(x, email))
           ^"
145	A person is passionately playing a guitar in front of an audience	all x. all y. all z. (Person(x) & Guitar(y) & Audience(z) & Playing(x, y) -> InFrontOf(x, z))	A man is reading the email	exists x. (Man(x) & Reading(x, email))	c	"'email' is an illegal variable name.  Constants may not be quantified.
all x. all email. (Reading(x, email) -> Reading(x, email))
           ^"
